feature,type,coefficient,odds_multiplier,count
Parallax Wave × Staff of the Storyteller,pair,-0.00468967846716627,0.9953213009049494,329
Mystic Confluence × Stock Up,pair,0.0043096261365860224,1.0043189259300496,271
Oust × Reprieve,pair,0.004263811400659664,1.0042729143776838,278
Mana Leak × Mystic Confluence,pair,-0.004120592314686593,0.9958878856770453,291
Remand × Spell Pierce,pair,0.000395235169449439,1.00039531328516,301
Lion's Eye Diamond × Timetwister,pair,0.00013803352825080554,1.0001380430553166,278
"Ajani, Nacatl Pariah × Glimmer Lens",pair,0.0,1.0,274
Spell Pierce × Subtlety,pair,0.0,1.0,272
Guide of Souls × Parallax Wave,pair,0.0,1.0,362
Giver of Runes × Ocelot Pride,pair,0.0,1.0,282
"Giver of Runes × Phelia, Exuberant Shepherd",pair,0.0,1.0,305
Deep-Cavern Bat × Snuff Out,pair,0.0,1.0,271
Force of Will × Subtlety,pair,0.0,1.0,289
Force of Will × Remand,pair,0.0,1.0,327
"Mystic Confluence × Tamiyo, Inquisitive Student",pair,0.0,1.0,331
Mystic Confluence × Remand,pair,0.0,1.0,303
Mana Leak × Snapcaster Mage,pair,0.0,1.0,285
Mystic Confluence × Spell Pierce,pair,0.0,1.0,300
"Gut, True Soul Zealot × Laelia, the Blade Reforged",pair,0.0,1.0,285
Glimmer Lens × Luminarch Aspirant,pair,0.0,1.0,274
"Hullbreacher × Narset, Parter of Veils",pair,0.0,1.0,347
Timetwister × Wheel of Fortune,pair,0.0,1.0,298
Gloomlake Verge × Psychic Frog,pair,0.0,1.0,280
Guide of Souls × Solitude,pair,0.0,1.0,276
Oust × Swords to Plowshares,pair,0.0,1.0,276
Mystical Tutor × Time Walk,pair,0.0,1.0,379
Dack Fayden × Expressive Iteration,pair,0.0,1.0,280
"Celestial Colonnade × Teferi, Time Raveler",pair,0.0,1.0,373
Celestial Colonnade × Fractured Identity,pair,0.0,1.0,311
Darkslick Shores × Psychic Frog,pair,0.0,1.0,335
Dack Fayden × Steam Vents,pair,0.0,1.0,282
Parallax Wave × Voice of Victory,pair,0.0,1.0,294
Parallax Wave × Skyclave Apparition,pair,0.0,1.0,292
Counterspell × Remand,pair,0.0,1.0,313
Counterspell × Mystic Confluence,pair,0.0,1.0,323
"Atraxa, Grand Unifier × Flash",pair,0.0,1.0,267
Containment Priest × Parallax Wave,pair,0.0,1.0,314
Ponder × Preordain,pair,0.0,1.0,274
Psychic Frog × Snuff Out,pair,0.0,1.0,303
"Saheeli, Sublime Artificer × Tolarian Academy",pair,0.0,1.0,314
Remand × Time Walk,pair,0.0,1.0,302
"Adeline, Resplendent Cathar × Parallax Wave",pair,0.0,1.0,297
"Adeline, Resplendent Cathar × Mother of Runes",pair,0.0,1.0,300
